record_id,matrix_id,title,field,coder_x_label,coder_y_label,final_label,resolution_type,brief_reason,evidence_location,unresolved,reviewer_initials,review_date,disagreement_id
C03,C03,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,lifecycle coverage,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration,candidate analysis; path and input exploration; execution observation; reproduction and validation,third_party_external_rereview,"candidate analysis: p.1“ulti-Agent Collaborative Fuzzing with Continuous Reflection for Smart Contracts Vulnerability Detection Jie Chen ∗†, Liangmin Wang ∗† ∗Southeast University, †Engineering Research Center of BASAM of Ministry of Education Abstract—Fuzzing is a widely used technique for detecting vulnerabilities in smart contracts, which generates transaction sequences to explore the execution paths of smart”；path and input exploration: p.4“Notably, we further instantiateπas a collab- orative reflection policyπ cr to enable adaptive and goal- directed fuzzing with a multi-agent team (detailed in § 4.3.2).”；execution observation: p.6“The collab- orative team consists of six specialized agents with dis- tinct goals:TxSeqDraftergenerates initial transaction sequences by analyzing contract code and identifying po- tentially vulnerable functions;TxSeqRefinerimproves sequences based on execution feedback;FunCheckerval- idates each function in the generated transaction sequences to ensure it is callable;ArgCheckerensures ar”；reproduction and validation: p.3“Furthermore, some fuzzers (Smartian [18], ConFuzzius [20], MuFuzz [15]) rely on data dependency analysis to construct meaningful transaction sequences, but these approaches tend to reproduce sequences with normal transaction behavior, instead of vulnerable transaction sequences with specific function call orders and inputs that aim to trigger the un- derlying vulnerabilities.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1；p.3；p.4；p.6; papers/A111.pdf,no,OY,2026-08-24,C03__lifecycle
C03,C03,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,cross-stage capability,long-horizon state management,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction; failure reuse / strategy update,third_party_external_rereview,"context aggregation / rule extraction: p.5“No- tably, each agent in the collaborative team has the access to the program context module, which includes the source code of testing contracts, corresponding Application Binary Interface (ABI) files and SeedPool.”；failure reuse / strategy update: p.9“Notably, the number of vulnerabilities discovered peaks at the three reflection rounds, demonstrating that as the number of reflection rounds increases, the fuzzing process benefits from the accumulation of previously failed attempts. This process effectively guides the generation of more targeted transaction sequences, enabling the detection of vulnerabili- ties with more complex trigger”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.5；p.9; papers/A111.pdf,no,OY,2026-08-24,C03__capability
C03,C03,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C03,C03,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,principal reported evidence output,runtime safety signal,runtime safety signal,runtime safety signal,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C03,C03,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,external traceability,no external trace reported,no external trace reported,no external trace reported,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C04,C04,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,lifecycle coverage,execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; execution observation; reproduction and validation,third_party_external_rereview,"candidate analysis: p.1“ll You Need Is A Fuzzing Brain: An LLM-Powered System for Automated Vulnerability Detection and Patching Ze Sheng Texas A&M University College Station, US zesheng@tamu.edu Qingxiao Xu Texas A&M University College Station, US qingxiao@tamu.edu Jianwei Huang Texas A&M University College Station, US jwhuang@tamu.edu Matthew Woodcock Texas A&M University College Station, US matthewwoodc0@tamu”；execution observation: p.6“At this stage, the harness is not performing fuzzing; it is simply used as an execution wrapper with sanitizers enabled to detect crashes (i.e., sanitizer errors). If a crash occurs, we record a successful POV and submit it to the Submission Service.”；reproduction and validation: p.1“The generated POV serves as concrete evidence of the vulnerability’s exploitability and also provides a test case for patch validation.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1；p.6; papers/A119.pdf,no,OY,2026-08-24,C04__lifecycle
C04,C04,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,cross-stage capability,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment,third_party_external_rereview,"feedback interpretation / loop adjustment: p.6“” Coverage-Guided Feedback.If x.bin does not trigger a crash, we also supply coverage feedback in the next iteration. The feed- back summarizes executed functions and branch decisions with ±3 lines of surrounding source context.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.6; papers/A119.pdf,no,OY,2026-08-24,C04__capability
C04,C04,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C04,C04,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C04,C04,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,external traceability,no external trace reported,no external trace reported,no external trace reported,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C05,C05,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,lifecycle coverage,execution observation;path and input exploration,execution observation;path and input exploration;reporting and audit;reproduction and validation,execution observation,third_party_external_rereview,"execution observation: p.12“For successfully compiled programs, the execution results 𝑟 of the generated binaries are collected.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.12; papers/A006.pdf,no,OY,2026-08-24,C05__lifecycle
C05,C05,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C05,C05,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C05,C05,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,principal reported evidence output,runtime safety signal,externally traceable material,runtime safety signal,third_party_external_rereview,"p.17 报告“4.3.2 Unique Crashes.Following the practice of existing studies [ 37, 51], a crash is considered unique if its top two stack trace frames—excluding compiler helper functions—differ from those of all other crashes. We aggregate all unique crashes across the five runs for each fuzzer, as shown in Figure 7.”。主要结果以覆盖、崩溃、运行时违规或新 bug 等运行信号呈现。",p.17; papers/A006.pdf,no,OY,2026-08-24,C05__principal_evidence
C05,C05,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,external traceability,no external trace reported,publicly aligned external trace,author-reported external clue,third_party_external_rereview,"论文相关事实为“This results in a compiler crash, reported as bug GCC-120798, which has been confirmed by GCC maintainers.”。这是作者报告的披露/确认线索，但未同时提供读者可逐项定位的 trigger、replay、PoC 或公开记录链接。",p.7; papers/A006.pdf,no,OY,2026-08-24,C05__external_traceability
C06,C06,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,lifecycle coverage,execution observation;path and input exploration,execution observation;path and input exploration,path and input exploration;execution observation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C06,C06,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,no qualifying label observed,third_party_external_rereview,"论文描述的相关流程为“IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY, VOL. 21, 2026 3281 LLAMA: Multi-Feedback Smart Contract Fuzzing Framework With LLM-Guided Seed Generation Keke Gai , Senior Member, IEEE, Haochen Liang , Jing Yu , Member, IEEE, Liehuang Zhu , Senior Member, IEEE, and Dusit Niyato , Fellow, IEEE Abstract—Smart contracts play a pivotal role in blockchai”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。","p.1, Abstract/Introduction; papers/A157.txt",no,OY,2026-08-24,C06__capability
C06,C06,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C06,C06,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,principal reported evidence output,runtime safety signal,runtime safety signal,runtime safety signal,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C06,C06,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,external traceability,no external trace reported,no external trace reported,no external trace reported,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C07,C07,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,lifecycle coverage,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,path and input exploration,third_party_external_rereview,"path and input exploration: p.8“lnerability enables at- method that produces high-quality initial test cases and employ tackers to impersonate legitimate clients by exploiting the directed fuzzing to dynamically verify potential bugs and silent truncation of oversized client identifiers, potentially generate proof-of-concept (PoC) test cases.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.8; papers/A147.txt,no,OY,2026-08-24,C07__lifecycle
C07,C07,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C07,C07,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C07,C07,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C07,C07,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C08,C08,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,lifecycle coverage,candidate analysis;execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis,third_party_external_rereview,"candidate analysis: p.5“Compared to four state-of-the-art BLE vulnerability detection tools, BSFuzzer achieved 9.34% higher code coverage gered under specific sequences and contextual states, making and exposed a broader class of vulnerabilities, demonstrating its their detection inherently non-trivial.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.5; papers/A065.txt,no,OY,2026-08-24,C08__lifecycle
C08,C08,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction,third_party_external_rereview,"context aggregation / rule extraction: p.11“Achieving this capability involves overcoming pendencies were extracted with 92% and 97% accuracy, while two fundamental technical challenges.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.11; papers/A065.txt,no,OY,2026-08-24,C08__capability
C08,C08,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C08,C08,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,principal reported evidence output,runtime safety signal,reproducible validation,candidate judgment,third_party_external_rereview,"摘要的主要输出为“BSFuzzer: Context-Aware Semantic Fuzzing for BLE Logic Flaw Detection Ting Yang126 , Yue Qin3 , Lan Zhang4 , Zhiyuan Fu5 , Junfan Chen5 , Jice Wang5 , Shangru Zhao6 , Qi Li78 * , Ruidong Li2 * , He Wang1 , and Yuqing Zhang61 * 1 School of Cyber Engineering, Xidian University, China 2 School of Natural Science and Technology, Kanazawa University, Japan 3 School of Information, C”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。","p.1, Abstract; papers/A065.txt",no,OY,2026-08-24,C08__principal_evidence
C08,C08,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C09,C09,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,lifecycle coverage,candidate analysis,candidate analysis;reporting and audit,candidate analysis,third_party_external_rereview,"candidate analysis: p.4“For example, the Zerologon vulnerability detection techniques, such as constraint-based methods (e.g., (CVE-2020-1472 [1]) in Microsoft’”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.4; papers/A161.txt,no,OY,2026-08-24,C09__lifecycle
C09,C09,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,cross-stage capability,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C09,C09,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C09,C09,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,principal reported evidence output,candidate judgment,candidate judgment,candidate judgment,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C09,C09,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C10,C10,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,lifecycle coverage,candidate analysis,candidate analysis;reporting and audit,candidate analysis,third_party_external_rereview,"candidate analysis: p.4“The framework of VulAgent, which coordinates multiple specialized agents for vulnerability detection, aggregates their reports into vulnerability hypotheses, and then performs hypotheses validation with program context.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.4; papers/A027.pdf,no,OY,2026-08-24,C10__lifecycle
C10,C10,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,cross-stage capability,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction,third_party_external_rereview,context aggregation / rule extraction: p.4“… … Aggregator TriggerPlanner FinalValidator Code Assign inspectors Multi-view detection Vulnerability Detection & Vulnerability Hypothesis Conditions Validation & Path Validation joern Add line numbers De-duplication and aggregation of vulnerability reports AssumptionPruner project contextproject context Perform path pruning based on the hypothesis conditions Construct hypothesis conditi”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。,p.4; papers/A027.pdf,no,OY,2026-08-24,C10__capability
C10,C10,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C10,C10,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,principal reported evidence output,candidate judgment,candidate judgment,candidate judgment,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C10,C10,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,external traceability,no external trace reported,benchmark ground truth / public material,benchmark ground truth / public material,third_party_external_rereview,"论文相关事实为“We have also released all generated vulnerability reports, the prompts and system logic used in VulAgent, the static tool for constructing context for the SVEN dataset, and the resulting context-augmented dataset package.”。材料明确使用或发布公开 benchmark/dataset 作为可核查基础，但没有把系统新发现逐项对齐到公开外部记录。",p.9; papers/A027.pdf,no,OY,2026-08-24,C10__external_traceability
C11,C11,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,lifecycle coverage,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reproduction and validation,third_party_external_rereview,"MALF 先从流量和协议知识中提取、校验字段并生成种子（pp.6-7, Sec. 4.2），再执行字段、结构和语义变异并根据 SUT 反馈调整变异密度（pp.7-10, Sec. 4.3-4.4）。p.14-15 的实验把测试用例注入真实 SUT 并记录 TCPR、ETN 和崩溃；p.18-20 的三轮测试和 Table 5 报告具体设备异常及重复触发结果。上述链条分别支持候选分析、输入探索、执行观察和系统实际触发/确认异常的 reproduction and validation；论文没有报告系统对补丁前后版本实施 patch validation，也没有把维护者后续动作算入标签。","pp.6-10, Sec. 4.2-4.4; pp.14-16, Sec. 5.2-5.3; pp.18-20, Sec. 5.5 and Table 5",no,OY,2026-08-24,C11__lifecycle
C11,C11,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C11,C11,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
C11,C11,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,principal reported evidence output,runtime safety signal,externally traceable material,runtime safety signal,third_party_external_rereview,MALF 的主要结果围绕测试执行产生的安全信号展开：Table 2 用 TCPR 和 ETN 汇总三类工业协议上的通过率与异常触发数，Table 3 报告协议覆盖率和 Shannon entropy，p.18 的 Sec. 5.5 进一步说明三轮 24 小时测试中由 PLC 触发崩溃、通信丢失和设备功能中断等结果。论文因此主要报告运行时异常/安全信号，而不是逐项可复现材料集合。,"p.1, Abstract; pp.14-17, Sec. 5.2-5.4, Tables 2-4; pp.18-20, Sec. 5.5 and Table 5",no,OY,2026-08-24,C11__principal_evidence
C11,C11,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,external traceability,author-reported external clue,publicly aligned external trace,author-reported external clue,third_party_external_rereview,MALF 的 Table 5 将具体设备、漏洞描述和外部编号逐项列出，例如 S7-300 的 CVE-2016-3949、1769-L30ER 的 CNVD-2024-16009；p.18 还明确说明后者由 MALF 发现并向 CNVD 报告，p.20 给出该编号对应的连接失败图。这里不是泛泛的 CVE 总数，而是系统发现与具体公开漏洞编号的 item-level 对齐，因此满足 publicly aligned external trace。 post-adjudication official-record check: CNVD-2024-16009 not publicly retrievable; retained as author-reported clue,"p.18, Sec. 5.5; p.19, Table 5; p.20, Fig. 13 and discussion",no,OY,2026-08-24,C11__external_traceability
C12,C12,NeTestLLM: automated network protocol testing with LLM agents,lifecycle coverage,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reporting and audit,third_party_external_rereview,NeTestLLM 先对协议规范做分层理解，再迭代生成测试用例；Fig. 3 将规范分析、测试用例生成/验证、可执行工件、测试床、Test Report 与 Runtime Logs 连成一条流程。p.9 还说明生成脚本先检查、再进入人工最终审查。因此可以标出候选分析、输入探索、执行观察和报告审计；论文没有把历史 bug 覆盖实验写成系统对特定漏洞的复现验证。,"p.1-2, Abstract and Sec. 3; p.4, Fig. 3; p.9, Sec. 4; papers/A049.pdf",no,OY,2026-08-24,C12__lifecycle
C12,C12,NeTestLLM: automated network protocol testing with LLM agents,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment,third_party_external_rereview,"feedback interpretation / loop adjustment: p.1“NeTestLLM employs hierarchical protocol understanding to capture complex specifications, iterative test case generation to improve coverage, a task-specific work- flow for executable artifact generation, and runtime feedback analysis for debugging and refinement.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.1; papers/A049.pdf,no,OY,2026-08-24,C12__capability
C12,C12,NeTestLLM: automated network protocol testing with LLM agents,primary system shape,feedback-driven fuzzing agent,long-horizon pentest and CRS agent,"reproduction-, validation-, and repair-centered agent",third_party_external_rereview,"论文将主要系统任务表述为“net [22, 27] and internet of things [51] further accelerate the deployment of new protocols, whose implementations require rigorous validation prior to operational use. As a result, proto- col testing is required throughout the entire device lifecycle, from design and development to deployment and operation.”。按主任务及主要评价对象，agent 控制的中心落在 reproduction-, validation-, and repair-centered agent，而不是由 agent 数量或系统名称推定。",p.1; papers/A049.pdf,no,OY,2026-08-24,C12__primary_shape
C12,C12,NeTestLLM: automated network protocol testing with LLM agents,principal reported evidence output,runtime safety signal,controlled task completion,candidate judgment,third_party_external_rereview,"摘要的主要输出为“Automated Network Protocol Testing with LLM Agents Yunze Wei1, Kaiwen Chi1, Shibo Du1, Jianyu Wang1, Zhangzhong Liu1, Yawen Wang1, Zhanyou Li2, Congcong Miao3, Xiaohui Xie1∗, Yong Cui1∗ 1Tsinghua University 2Beijing Xinertel Technology Co., Ltd. 3Tencent Abstract Network protocol testing is fundamental for modern net- work infrastructure. However, traditional network protocol t”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。","p.1, Abstract; papers/A049.pdf",no,OY,2026-08-24,C12__principal_evidence
