source_id,query_id,interface,query,attempted_at_utc,status,http_status,raw_file,records_returned,total_reported,notes
ndss_web,agent_task,Bing source-restricted web search,"site:ndss-symposium.org (""large language model"" OR LLM) (agent OR agentic OR ""multi-agent"") (vulnerability OR fuzzing OR ""penetration testing"" OR ""cyber reasoning"") after:2022-12-31 before:2026-07-31",2026-07-31T08:58:52.405131+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ndss_web/agent_task_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
dblp_web,agent_task,Bing source-restricted web search,"site:dblp.org (""large language model"" OR LLM) (agent OR agentic OR ""multi-agent"") (vulnerability OR fuzzing OR ""penetration testing"" OR ""cyber reasoning"") after:2022-12-31 before:2026-07-31",2026-07-31T08:58:53.790257+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/dblp_web/agent_task_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:58:58.183488+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0000.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:04.962151+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0001.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:11.447955+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0002.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:18.799607+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0003.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:26.317110+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0004.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:33.291037+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0005.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:39.795908+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0006.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:46.783939+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0007.xml,100,858,
arxiv,execution_validation,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:vulnerability OR ti:fuzzing OR ti:security) AND (all:""large language model"" OR all:LLM) AND (all:validation OR all:feedback OR all:execution OR all:tool OR all:crash OR all:coverage OR all:sanitizer OR all:oracle OR all:replay OR all:harness)",2026-07-31T08:59:52.706928+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/execution_validation_0008.xml,58,858,
openalex,execution_validation,OpenAlex API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T08:59:58.100401+00:00,ok,200,data/final_multisource_search_20260730_raw/openalex/execution_validation_0000.json,12,12,
crossref,execution_validation,Crossref REST API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T09:00:00.268585+00:00,ok,200,data/final_multisource_search_20260730_raw/crossref/execution_validation_0000.json,500,16294,ranked supplementary metadata lookup capped at 500 records
acm_crossref,execution_validation,Crossref REST API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T09:00:02.656581+00:00,ok,200,data/final_multisource_search_20260730_raw/acm_crossref/execution_validation_0000.json,500,1353,publisher DOI prefix=10.1145; ranked supplementary metadata lookup capped at 500 records
ieee_crossref,execution_validation,Crossref REST API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T09:00:06.184413+00:00,ok,200,data/final_multisource_search_20260730_raw/ieee_crossref/execution_validation_0000.json,500,3564,publisher DOI prefix=10.1109; ranked supplementary metadata lookup capped at 500 records
springer_crossref,execution_validation,Crossref REST API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T09:00:08.350789+00:00,ok,200,data/final_multisource_search_20260730_raw/springer_crossref/execution_validation_0000.json,500,1575,publisher DOI prefix=10.1007; ranked supplementary metadata lookup capped at 500 records
elsevier_crossref,execution_validation,Crossref REST API,"""large language model"" vulnerability fuzzing software security execution feedback validation tool crash coverage sanitizer oracle replay harness",2026-07-31T09:00:10.816719+00:00,ok,200,data/final_multisource_search_20260730_raw/elsevier_crossref/execution_validation_0000.json,500,1470,publisher DOI prefix=10.1016; ranked supplementary metadata lookup capped at 500 records
acm_web,execution_validation,Bing source-restricted web search,"site:dl.acm.org (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:12.230885+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/acm_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ieee_web,execution_validation,Bing source-restricted web search,"site:ieeexplore.ieee.org (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:13.580416+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ieee_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
springer_web,execution_validation,Bing source-restricted web search,"site:link.springer.com (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:15.010146+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/springer_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
sciencedirect_web,execution_validation,Bing source-restricted web search,"site:sciencedirect.com (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:16.455826+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/sciencedirect_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
usenix_web,execution_validation,Bing source-restricted web search,"site:usenix.org (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:17.893028+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/usenix_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ndss_web,execution_validation,Bing source-restricted web search,"site:ndss-symposium.org (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:19.419434+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ndss_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
dblp_web,execution_validation,Bing source-restricted web search,"site:dblp.org (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") (validation OR feedback OR execution OR tool OR crash OR coverage OR sanitizer OR oracle OR replay OR harness) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:20.809068+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/dblp_web/execution_validation_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
arxiv,pov_crs,official API,"submittedDate:[202301010000 TO 202607302359] AND (all:""proof of vulnerability"" OR all:PoV OR all:""cyber reasoning system"" OR all:CRS) AND (all:LLM OR all:""large language model"" OR all:agent)",2026-07-31T09:00:25.038704+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/pov_crs_0000.xml,100,202,
arxiv,pov_crs,official API,"submittedDate:[202301010000 TO 202607302359] AND (all:""proof of vulnerability"" OR all:PoV OR all:""cyber reasoning system"" OR all:CRS) AND (all:LLM OR all:""large language model"" OR all:agent)",2026-07-31T09:00:32.225405+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/pov_crs_0001.xml,100,202,
arxiv,pov_crs,official API,"submittedDate:[202301010000 TO 202607302359] AND (all:""proof of vulnerability"" OR all:PoV OR all:""cyber reasoning system"" OR all:CRS) AND (all:LLM OR all:""large language model"" OR all:agent)",2026-07-31T09:00:36.757946+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/pov_crs_0002.xml,2,202,
openalex,pov_crs,OpenAlex API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:41.682273+00:00,ok,200,data/final_multisource_search_20260730_raw/openalex/pov_crs_0000.json,6,6,
crossref,pov_crs,Crossref REST API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:44.021159+00:00,ok,200,data/final_multisource_search_20260730_raw/crossref/pov_crs_0000.json,500,963913,ranked supplementary metadata lookup capped at 500 records
acm_crossref,pov_crs,Crossref REST API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:46.528382+00:00,ok,200,data/final_multisource_search_20260730_raw/acm_crossref/pov_crs_0000.json,500,13500,publisher DOI prefix=10.1145; ranked supplementary metadata lookup capped at 500 records
ieee_crossref,pov_crs,Crossref REST API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:48.659960+00:00,ok,200,data/final_multisource_search_20260730_raw/ieee_crossref/pov_crs_0000.json,500,142743,publisher DOI prefix=10.1109; ranked supplementary metadata lookup capped at 500 records
springer_crossref,pov_crs,Crossref REST API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:51.276811+00:00,ok,200,data/final_multisource_search_20260730_raw/springer_crossref/pov_crs_0000.json,500,92169,publisher DOI prefix=10.1007; ranked supplementary metadata lookup capped at 500 records
elsevier_crossref,pov_crs,Crossref REST API,"""proof of vulnerability"" PoV ""cyber reasoning system"" CRS LLM agent",2026-07-31T09:00:53.897029+00:00,ok,200,data/final_multisource_search_20260730_raw/elsevier_crossref/pov_crs_0000.json,500,106949,publisher DOI prefix=10.1016; ranked supplementary metadata lookup capped at 500 records
acm_web,pov_crs,Bing source-restricted web search,"site:dl.acm.org (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:55.499015+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/acm_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ieee_web,pov_crs,Bing source-restricted web search,"site:ieeexplore.ieee.org (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:56.898953+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ieee_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
springer_web,pov_crs,Bing source-restricted web search,"site:link.springer.com (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:58.282106+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/springer_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
sciencedirect_web,pov_crs,Bing source-restricted web search,"site:sciencedirect.com (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:00:59.760644+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/sciencedirect_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
usenix_web,pov_crs,Bing source-restricted web search,"site:usenix.org (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:01:01.192394+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/usenix_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ndss_web,pov_crs,Bing source-restricted web search,"site:ndss-symposium.org (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:01:02.613791+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ndss_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
dblp_web,pov_crs,Bing source-restricted web search,"site:dblp.org (""proof of vulnerability"" OR PoV OR ""cyber reasoning system"" OR CRS) (LLM OR ""large language model"" OR agent) after:2022-12-31 before:2026-07-31",2026-07-31T09:01:04.212274+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/dblp_web/pov_crs_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
arxiv,review_context,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:review OR ti:survey OR ti:""systematic literature review"") AND (all:LLM OR all:""large language model"") AND (all:vulnerability OR all:fuzzing OR all:""software security"")",2026-07-31T09:01:07.645617+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/review_context_0000.xml,100,108,
arxiv,review_context,official API,"submittedDate:[202301010000 TO 202607302359] AND (ti:review OR ti:survey OR ti:""systematic literature review"") AND (all:LLM OR all:""large language model"") AND (all:vulnerability OR all:fuzzing OR all:""software security"")",2026-07-31T09:01:12.299572+00:00,ok,200,data/final_multisource_search_20260730_raw/arxiv/review_context_0001.xml,8,108,
openalex,review_context,OpenAlex API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:18.786878+00:00,ok,200,data/final_multisource_search_20260730_raw/openalex/review_context_0000.json,200,269,
openalex,review_context,OpenAlex API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:22.316476+00:00,ok,200,data/final_multisource_search_20260730_raw/openalex/review_context_0001.json,69,269,
crossref,review_context,Crossref REST API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:26.763910+00:00,ok,200,data/final_multisource_search_20260730_raw/crossref/review_context_0000.json,500,173595,ranked supplementary metadata lookup capped at 500 records
acm_crossref,review_context,Crossref REST API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:32.039152+00:00,ok,200,data/final_multisource_search_20260730_raw/acm_crossref/review_context_0000.json,500,6677,publisher DOI prefix=10.1145; ranked supplementary metadata lookup capped at 500 records
ieee_crossref,review_context,Crossref REST API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:34.675858+00:00,ok,200,data/final_multisource_search_20260730_raw/ieee_crossref/review_context_0000.json,500,19558,publisher DOI prefix=10.1109; ranked supplementary metadata lookup capped at 500 records
springer_crossref,review_context,Crossref REST API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:37.660003+00:00,ok,200,data/final_multisource_search_20260730_raw/springer_crossref/review_context_0000.json,500,13503,publisher DOI prefix=10.1007; ranked supplementary metadata lookup capped at 500 records
elsevier_crossref,review_context,Crossref REST API,"review survey ""large language model"" LLM vulnerability fuzzing ""software security""",2026-07-31T09:01:40.771555+00:00,ok,200,data/final_multisource_search_20260730_raw/elsevier_crossref/review_context_0000.json,500,11168,publisher DOI prefix=10.1016; ranked supplementary metadata lookup capped at 500 records
acm_web,review_context,Bing source-restricted web search,"site:dl.acm.org (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:42.436985+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/acm_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ieee_web,review_context,Bing source-restricted web search,"site:ieeexplore.ieee.org (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:44.103192+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ieee_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
springer_web,review_context,Bing source-restricted web search,"site:link.springer.com (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:45.739816+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/springer_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
sciencedirect_web,review_context,Bing source-restricted web search,"site:sciencedirect.com (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:47.385573+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/sciencedirect_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
usenix_web,review_context,Bing source-restricted web search,"site:usenix.org (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:49.079153+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/usenix_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
ndss_web,review_context,Bing source-restricted web search,"site:ndss-symposium.org (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:50.921743+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/ndss_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
dblp_web,review_context,Bing source-restricted web search,"site:dblp.org (review OR survey) (""large language model"" OR LLM) (vulnerability OR fuzzing OR ""software security"") after:2022-12-31 before:2026-07-31",2026-07-31T09:01:52.678761+00:00,supplementary_web_check_no_exportable_results,200,data/final_multisource_search_20260730_raw/dblp_web/review_context_0000.html,0,,Supplementary source-restricted web discovery; this is not represented as a complete publisher-database export.
