matrix_id,system,primitive_tags,named_tools,source_location,extraction_note
C23,Cybench,runtime_oracle;replay_poc_pov;recon_scan_pentest,CTF tools;interactive task execution;flag validation,"Paper pp. 1–7 (Abstract, task framework and agent), pp. 7–11 (evaluation and reproducibility discussion), and task appendices (representative solution traces/scripts).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C24,BountyBench,runtime_oracle;replay_poc_pov;patch_build_test;recon_scan_pentest,sandboxed bounty targets;exploit execution;patch tests,"Paper pp. 1–3 (Abstract/framework), pp. 3–7 (Detect/Exploit/Patch evaluators), pp. 7–10 (agent evaluation), and public benchmark/run-log description.","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C25,SEC-bench,runtime_oracle;replay_poc_pov;patch_build_test,PoC execution;build and regression tests;patch validation,"Paper pp. 1–3 (Abstract and benchmark construction), pp. 3–6 (SECVerifier and task criteria), pp. 7–10 (agent evaluation), and released code/dataset URLs on p. 1.","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C26,CyberGym,runtime_oracle;replay_poc_pov,sanitizers;containerized PoC execution,"Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C28,FuzzingBrain V2,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov;patch_build_test,static analysis;coverage-guided fuzzing;sanitizers;PoV and patch validation,"Paper pp. 1–3 (Abstract/system goals), pp. 3–8 (three-stage design and PoC pipeline), pp. 8–12 (evaluation), and pp. 12–13 (zero-day table/case study).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C29,DrillAgent,static_taint_specification;runtime_oracle;replay_poc_pov,code analysis;execution-state feedback;PoV execution,"Paper pp. 1–3 (Abstract/motivation), pp. 3–6 (DrillAgent design and agents), and pp. 7–12 (SEC-bench evaluation, ablations and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C30,OSS-CRS,fuzzing_input_harness;runtime_oracle;replay_poc_pov;patch_build_test,OSS-Fuzz harnesses;sanitizers;PoV execution;patch testing,"Paper pp. 1–4 (Abstract/motivation), pp. 4–7 (architecture and adapters), pp. 7–9 (porting/evaluation and disclosure outcomes), and p. 10 (conclusion/ethics).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
C31,GONDAR,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov,sink analysis;libFuzzer;execution logs;exploit synthesis,"Paper pp. 1–4 (Abstract/overview), pp. 4–7 (methodology and agents), pp. 7–14 (evaluation and industry validation), and pp. 15–17 (discussion/disclosure).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U01,RAVEN,static_taint_specification;patch_build_test,retrieval-assisted code analysis;patch validator,"Paper pp. 1–3 (Abstract/design motivation), pp. 3–7 (RAG/curator/repair-review loop), and pp. 7–11 (evaluation and conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U02,Revelio,static_taint_specification;runtime_oracle;replay_poc_pov,CodeQL;fuzzing/sanitizer execution;PoV validation,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U03,OpenAnt,static_taint_specification;runtime_oracle;replay_poc_pov,static analysis;containerized dynamic exploit validation,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U04,Code-Augur,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U05,Transferable Self-Evolving Playbooks for Agentic Security Auditing,runtime_oracle;replay_poc_pov;recon_scan_pentest,reconnaissance tools;target execution;PoC validation,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U06,DIG,fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U07,NeuroLog,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U08,EvoRepair,runtime_oracle;patch_build_test,benchmark tests;patch validation,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U09,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,static_taint_specification;fuzzing_input_harness;runtime_oracle,static call-graph analysis;libFuzzer;coverage and sanitizer feedback,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U10,ContraFix,runtime_oracle;replay_poc_pov;patch_build_test,PoC replay;sanitizer logs;build and benchmark tests,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U11,MemRepair,runtime_oracle;replay_poc_pov;patch_build_test,PoC execution;runtime feedback;patch validation,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U12,Veritas,static_taint_specification;runtime_oracle;replay_poc_pov,binary analysis;dynamic execution;reproduced vulnerability inputs,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U13,FuzzAgent,fuzzing_input_harness;runtime_oracle,libFuzzer;sanitizers;crash triage,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U14,Agentic Fuzzing,fuzzing_input_harness;runtime_oracle,fuzzing engine;crash/assertion feedback,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U15,Root-Cause-Driven Automated Vulnerability Repair,static_taint_specification;runtime_oracle;replay_poc_pov;patch_build_test,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,fuzzing_input_harness;runtime_oracle;replay_poc_pov,test generation;compilation and execution feedback;PoV tests,"Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U17,FunFuzz,fuzzing_input_harness;runtime_oracle,compiler fuzzing;coverage and crash feedback,"Paper pp. 1–5 (multi-island fuzzing), pp. 5–12 (evaluation and upstream issue classification), and p. 13 (artifact/disclosure).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U18,APIOT,runtime_oracle;replay_poc_pov;patch_build_test;recon_scan_pentest,network reconnaissance;QEMU execution;exploit and patch verification,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U21,Symbolic Execution Meets Multi-LLM Orchestration,symbolic_constraint;runtime_oracle,KLEE;symbolic-execution feedback,"Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U22,Automation-Exploit,runtime_oracle;replay_poc_pov;recon_scan_pentest,Nmap;Metasploit;digital-twin exploit execution,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,runtime_oracle;replay_poc_pov;recon_scan_pentest,interactive web/binary targets;validated exploit execution,"Paper pp. 1–6 (architecture families and validator), pp. 6–9 (600-run results), and appendices pp. 15–17 (prompts/PoC validation).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U25,V2E,runtime_oracle;replay_poc_pov,smart-contract execution;profit oracle;PoC validation,"Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U26,COBALT-TLA,static_taint_specification;symbolic_constraint;runtime_oracle,TLA+;TLC;Z3;verification traces,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U27,Argus,static_taint_specification,CodeQL;taint-flow analysis,"Paper pp. 1–6 (Argus pipeline/PoC reasoning/reporting), pp. 6–8 (evaluation and static-only limitation).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U28,PoC-Adapt,runtime_oracle;replay_poc_pov,PoC execution;runtime feedback;replay validation,"Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,static analysis;KLEE;symbolic execution;concrete replay,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U31,Fuzzing with Agents? Generators Are All You Need,fuzzing_input_harness;runtime_oracle,generated input programs;coverage-guided execution,"Paper pp. 1–5 (Gentoo generator loop), pp. 5–10 (coverage experiments), and pp. 10–12 (discussion/conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U32,STRIATUM-CTF,runtime_oracle;replay_poc_pov;recon_scan_pentest,Nmap;GDB;CTF target execution,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U33,VulnAgent-R2,static_taint_specification;runtime_oracle;replay_poc_pov,static code analysis;harness execution;sanitizer evidence,"Paper pp. 1–6 (evidence-calibrated architecture), pp. 6–11 (benchmark/dynamic-verification evaluation and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,fuzzing_input_harness;runtime_oracle,generated Java harnesses;coverage-guided fuzzing,"Paper pp. 1–5 (five-agent harness workflow), pp. 5–8 (coverage-guided evaluation and conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U35,vEcho,static_taint_specification,CodeQL;rule-based static analysis,"Paper pp. 1–6 (memory/tool design), pp. 6–11 (benchmark and zero-day case study), pp. 11–13 (limitations/disclosure).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U36,FuzzySQL,fuzzing_input_harness;runtime_oracle;replay_poc_pov,DBMS fuzzing;crash/logic oracles;replay validation,"Paper pp. 1–14 (stateful fuzzing/error repair), pp. 14–22 (evaluation/cases), and p. 28 (disclosure-status appendix).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U37,QRS,static_taint_specification;replay_poc_pov,rule synthesis;static scanning;finding validation,"Paper pp. 1–8 (QRS triad and validation), pp. 8–17 (historical/new-CVE evaluation), and CVE tables/appendices.","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,runtime_oracle;replay_poc_pov,PoC execution;dual-loop replay validation,"Paper pp. 1–10 (dual-loop reproduction architecture), pp. 10–18 (617-case evaluation and discussion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,static_taint_specification;patch_build_test,similarity/static detection;patch generation and tests,"Paper pp. 1–7 (VKB and five-stage pipeline), pp. 7–11 (detection/repair evaluation and limitations).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U40,VulnResolver,static_taint_specification;runtime_oracle;replay_poc_pov;patch_build_test,static analysis tools;PoC execution;runtime feedback;patch validation,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
U41,Multi-Agent Taint Specification Extraction for Vulnerability Detection,static_taint_specification,CodeQL;taint-specification extraction,"Paper pp. 1–10 (SemTaint architecture), pp. 10–14 (evaluation and unknown-vulnerability/disclosure boundary).","Author-audited multi-label extraction of primitives explicitly used in the study workflow or evaluation; related-work mentions were not coded, and a recorded primitive is not necessarily dynamically selected by the Agent."
