matrix_id,record_id,canonical_study_id,system_alias,title,analytical_role,coding_round,lifecycle_coverage,strongest_evidence_output,external_traceability,claim_boundary,claim_boundary_original,coding_status,reliability_scope,official_url,primary_system_shape,overlay_tags,cross_stage_capabilities,harmonization_status,legacy_notes
FMS0219,FMS0219,CS_FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,controlled task completion,benchmark ground truth / public material,The material supports bounded web-security task completion under the benchmark's tools and proof gates. It does not establish open-world discovery outside those targets and success conditions.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.23243,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,descriptive first-coder assignment; independent second-coder labels preserved,The principal result is benchmark task completion even when trajectories include exploit evidence.
FMS0226,FMS0226,CS_FMS0226,Artificial Intelligence as the New Hacker,Artificial Intelligence as the New Hacker: Developing Agents for Offensive Security,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports controlled exploitation tasks on the reported training platforms; it does not establish independently confirmed vulnerability discovery in external targets.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2406.07561,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0239,FMS0239,CS_FMS0239,ATLANTIS,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,reproducible validation,benchmark ground truth / public material,The material supports PoV and patch-validation outcomes within the AIxCC task environment and the released ATLANTIS workflow. Competition success does not by itself establish open-world discovery outside those targets and oracles.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.14589,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,descriptive first-coder assignment; independent second-coder labels preserved,The report describes a large heterogeneous CRS; individual subsystems do not all use LLM control.
FMS0254,FMS0254,CS_FMS0254,Automated Penetration Testing with LLM Agents and Classical Planning,Automated Penetration Testing with LLM Agents and Classical Planning,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports completion of the reported penetration-testing milestones under the benchmark plan and environment; it does not establish general vulnerability discovery outside that task set.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2512.11143,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;validation organization / evidence packaging,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0257,FMS0257,CS_FMS0257,Automated Vulnerability Validation and Verification,Automated Vulnerability Validation and Verification: A Large Language Model Approach,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports reproduction of the reported subset of public CVEs across specified libraries and environments; it does not establish novel vulnerability discovery.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.24037,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0258,FMS0258,CS_FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching","Automatic, Expressive, and Scalable Fuzzing with Stitching",target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,externally traceable material,publicly aligned external trace,"The material supports reproducible crash findings and, for linked reports, item-level alignment with public issue or maintainer records. This alignment does not automatically extend to every aggregate bug count reported by the study.",,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2602.18689,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,descriptive first-coder assignment; independent second-coder labels preserved,Public traceability applies to the issue-linked subset; some security-sensitive report links remain anonymized for review.
FMS0267,FMS0267,CS_FMS0267,AutoPatch,AutoPatch: Multi-Agent Framework for Patching Real-World CVE Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,Supports patch validation for the evaluated real-world CVE cases under the reported verifier; stronger deployment claims require maintained builds and independent regression confirmation.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2505.04195,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0269,FMS0269,CS_FMS0269,AutoPenBench,AutoPenBench: Benchmarking Generative Agents for Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports comparative task completion for evaluated agents on the 33 benchmark tasks; it does not establish open-world vulnerability discovery.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2410.03225,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0270,FMS0270,CS_FMS0270,AutoPentest,AutoPentest: Enhancing Vulnerability Management With Autonomous LLM Agents,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports autonomous black-box penetration-testing subtasks in the reported benchmark environment; stronger vulnerability claims require aligned per-target validation artifacts.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2505.10321,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0271,FMS0271,CS_FMS0271,AutoPentester,AutoPentester: An LLM Agent-based Framework for Automated Pentesting,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reproduction and validation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports subtask completion and vulnerability coverage on Hack The Box and custom targets; it does not independently establish general discovery effectiveness.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.05605,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;validation organization / evidence packaging,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0272,FMS0272,CS_FMS0272,AutoPT,AutoPT: How Far Are We from the End2End Automated Web Penetration Testing?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports end-to-end web-pentesting completion in the proposed benchmark scenarios; stronger real-world discovery claims require item-level external validation.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2411.01236,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;validation organization / evidence packaging,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0281,FMS0281,CS_FMS0281,AWE,AWE: Adaptive Agents for Dynamic Web Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation,runtime safety signal,benchmark ground truth / public material,Supports runtime-grounded web vulnerability findings in the evaluated applications; stronger reproducibility claims require complete replay inputs and environments.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.14722/last-x.2026.23037,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;validation organization / evidence packaging,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0284,FMS0284,CS_FMS0284,BACFuzz,BACFuzz: Exposing the Silence on Broken Access Control Vulnerabilities in Web Applications,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reproduction and validation,runtime safety signal,author-reported external clue,Supports oracle-backed broken-access-control signals on the evaluated web applications; the reported new vulnerabilities require public item-level confirmation for external traceability.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2507.15984,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0288,FMS0288,CS_FMS0288,Baselines Before Architecture,Baselines Before Architecture: Evaluating Coding Agents for Autonomous Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports comparative task success for default and specialized agents under matched benchmark conditions; it does not establish a general vulnerability-discovery ranking.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.13085,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0297,FMS0297,CS_FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for ,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,The material supports vulnerability and fix judgments on CVE-linked repository pairs after agent-selected context retrieval. It does not supply execution-based validation of the judged vulnerability or fix.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2503.03586,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,CVE and commit links are benchmark ground truth rather than externally aligned new system findings.
FMS0347,FMS0347,CS_FMS0347,Bulkhead,Bulkhead: Automated Semantic Detection and Remediation of Container Escape Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;execution observation;reproduction and validation;patch validation;reporting and audit,reproducible validation,benchmark ground truth / public material,The material supports reproduced container-escape behaviors and checked repairs in the reported environment. Broader discovery and deployment claims require independent target and environment confirmation.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.12723,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,Formal checks cover the modeled repair properties rather than every deployment behavior.
FMS0362,FMS0362,CS_FMS0362,Can LLMs Patch Security Issues?,Can LLMs Patch Security Issues?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports iterative security repair on PythonSecurityEval when revised code compiles and the reported Bandit finding is removed. It does not establish exploit-level validation or independent confirmation of real-world fixes.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2312.00024,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,descriptive first-coder assignment; independent second-coder labels preserved,Validation is scanner- and benchmark-based rather than a vulnerability-specific runtime trigger.
FMS0372,FMS0372,CS_FMS0372,Chai,Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,author-reported external clue,Supports validated cryptographic-misuse behavior in the evaluated libraries; the reported previously unknown issue remains author-reported without item-level public alignment.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2606.26933,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0376,FMS0376,CS_FMS0376,CHAINTRIX,CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reporting and audit,candidate judgment,benchmark ground truth / public material,"The material supports benchmark-scored smart-contract findings after structural filtering and selective executable checking. Because executable validation is selective and the main result is an audit finding set, it does not establish a replay package for every reported candidate.",,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.09350,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,The pipeline contains fixed deterministic stages; agentic inclusion rests on feedback-driven re-auditing and routing of residual claims.
FMS0389,FMS0389,CS_FMS0389,CKG-LLM,CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;execution observation,candidate judgment,benchmark ground truth / public material,Supports access-control vulnerability judgments on the evaluated smart-contract datasets; stronger exploitability claims require executable validation.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2512.06846,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0401,FMS0401,CS_FMS0401,Cochise,Cochise: A Reference Harness for Autonomous Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports auditable execution trajectories and controlled pentesting tasks in the reference harness; it does not itself establish new vulnerability findings.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.11671,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0412,FMS0412,CS_FMS0412,Codexity,Codexity: Secure AI-assisted Code Generation,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports analyzer-checked repair of generated benchmark programs within a three-iteration loop. It does not establish exploit-level validation or real-project maintenance outcomes.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2405.03927,"reproduction-, validation-, and repair-centered agent",,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,Validation is based on static analyzers and benchmark generation rather than vulnerability-specific execution.
FMS0435,FMS0435,CS_FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration ,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration;execution observation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supports semi-autonomous penetration-testing task execution in the reported environments; stronger vulnerability claims require target-level validation material.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2502.15506,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
FMS0443,FMS0443,CS_FMS0443,ContractTinker,ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,"The material supports smart-contract patches checked by LLM review, compilation, and manual assessment on 48 reported findings. It does not provide executable exploit replay for every repair.",,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3691620.3695349,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,Compilation and manual checks occur after the LLM refinement loop and do not all feed back automatically.
FMS0479,FMS0479,CS_FMS0479,CryptoFormalEval,CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation,reproducible validation,benchmark ground truth / public material,The material supports Tamarin counterexamples that are translated and checked in the reported symbolic sandbox for the benchmark protocols. The result remains conditional on the correctness of the generated formalization and symbolic assumptions.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2411.13627,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,"The reviewed version states that supporting tools were planned for release, so public replay availability is limited."
FMS0488,FMS0488,CS_FMS0488,CVE-Bench,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation,controlled task completion,benchmark ground truth / public material,The material supports exploit-task success within versioned sandbox applications and benchmark oracles. It does not by itself establish open-world discovery or transfer beyond those tasks.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2503.17332,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,descriptive first-coder assignment; independent second-coder labels preserved,The vulnerabilities are supplied benchmark targets rather than system-originated discoveries.
FMS0489,FMS0489,CS_FMS0489,CVE-Bench,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation;reporting and audit,reproducible validation,benchmark ground truth / public material,Supports vulnerability-repair success on containerized public CVE cases when patches apply and tests pass; it does not establish deployment readiness beyond the benchmark.,,complete_independent_second_coder_review,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.18653/v1/2025.naacl-long.212,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,descriptive first-coder assignment; independent second-coder labels preserved,
