left_id,left_title,left_proposed_layer,left_screening_recommendation,right_id,right_title,right_layer,right_screening_recommendation,match_basis,title_similarity,manual_decision,decision_note,audit_decision,audit_basis,decision_provenance
FMS0225,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,,retain_existing_match,CP239,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0264,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,,retain_existing_match,CP234,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0276,Autosecagent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,,retain_existing_match,CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0341,Bridging the gap between LLMs and structured program vulnerability analysis: An agent reasoning approach with first-order logic modeling,,retain_existing_match,CP013,Bridging the gap between LLMs and structured program vulnerability analysis: an agent reasoning approach with first-order logic modeling,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0375,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,,retain_existing_match,CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0380,ChatHTTPFuzz: Large Language Model-Assisted IoT HTTP Fuzzing,,retain_existing_match,CP064,ChatHTTPFuzz: large language model-assisted IoT HTTP fuzzing,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0390,CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph,,retain_existing_match,CP100,CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph,extended_synthesis,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0398,Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents,,retain_existing_match,CP080,Co-RedTeam: orchestrated security discovery and exploitation with LLM agents,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0400,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,,retain_existing_match,CP238,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0404,Code-Augur: Agentic Vulnerability Detection via Specification Inference,,retain_existing_match,CP216,Code-Augur: Agentic Vulnerability Detection via Specification Inference,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0423,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,,retain_existing_match,CP202,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0439,Contextualizing Sink Knowledge for Java Vulnerability Discovery,,retain_existing_match,CP209,Contextualizing Sink Knowledge for Java Vulnerability Discovery,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0445,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,,retain_existing_match,CP222,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0455,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,,retain_existing_match,CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,study_level_coded,existing_corpus,doi;arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0459,CQLLM: A Framework for Generating CodeQL Security Vulnerability Detection Code Based on Large Language Model,,retain_existing_match,CP004,CQLLM: A Framework for Generating CodeQL Security Vulnerability Detection Code Based on Large Language Model,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0539,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,,retain_existing_match,CP218,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0540,Directed Greybox Fuzzing via Large Language Model,,retain_existing_match,CP110,Directed Greybox Fuzzing via Large Language Model,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0628,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,,retain_existing_match,CP220,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0629,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,,retain_existing_match,CP207,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0633,Explaining Software Vulnerabilities with Large Language Models,,retain_existing_match,CP017,Explaining software vulnerabilities with large language models,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0656,FirmAgent: Leveraging Fuzzing to Assist LLM Agents with IoT Firmware Vulnerability Discovery,,retain_existing_match,CP089,FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery,study_level_coded,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0660,FLAMES: Fine-tuning LLMs to Synthesize Invariants for Smart Contract Security,,retain_existing_match,CP008,FLAMES: fine-tuning LLMs to synthesize invariants for smart contract security,background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0700,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,,retain_existing_match,CP229,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0703,Fuzz4All: Universal Fuzzing with Large Language Models,,retain_existing_match,CP192,Fuzz4All: Universal Fuzzing with Large Language Models,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0704,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,,retain_existing_match,CP225,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0710,Fuzzing with Agents? Generators Are All You Need,,retain_existing_match,CP243,Fuzzing with Agents? Generators Are All You Need,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0711,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,,retain_existing_match,CP206,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0714,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,,retain_existing_match,CP248,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0725,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,,retain_existing_match,CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0743,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,,retain_existing_match,CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0756,Harnessing the Power of LLMs in Source Code Vulnerability Detection,,retain_existing_match,CP176,Harnessing the Power of LLMs in Source Code Vulnerability Detection,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0771,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,,retain_existing_match,CP199,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0787,Hybrid Fuzzing with LLM-Guided Input Mutation and Semantic Feedback,,retain_existing_match,CP063,Hybrid fuzzing with LLM-guided input mutation and semantic feedback,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0829,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,,retain_existing_match,CP168,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0839,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,,retain_existing_match,CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0856,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,,retain_existing_match,CP159,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0858,Large Language Models Cannot Reliably Detect Vulnerabilities in JavaScript: The First Systematic Benchmark and Evaluation,,retain_existing_match,CP034,Large language models cannot reliably detect vulnerabilities in JavaScript: the first systematic benchmark and evaluation,background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0862,Large Language Models for Cyber Security: A Systematic Literature Review,,retain_existing_match,CP193,Large Language Models for Cyber Security: A Systematic Literature Review,background_reference,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0887,Leveraging Intra- and Inter-References in vulnerability detection using Multi-Agent collaboration based on LLMs,,retain_existing_match,CP001,Leveraging intra- and inter-references in vulnerability detection using multi-agent collaboration based on LLMs,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0896,LIVA: A Multi-Agent LLM-Assisted System for IoT Vulnerability Analysis,,retain_existing_match,CP085,LIVA: a multi-agent LLM-assisted system for IoT vulnerability analysis,study_level_coded,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0897,LLAMA: Multi-Feedback Smart Contract Fuzzing Framework with LLM-Guided Seed Generation,,retain_existing_match,CP068,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,study_level_coded,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0903,LLM Agents can Autonomously Exploit One-day Vulnerabilities,,retain_existing_match,CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0924,LLM-Powered Silent Bug Fuzzing in Deep Learning Libraries via Versatile and Controlled Bug Transfer,,retain_existing_match,CP062,LLM-powered silent bug fuzzing in deep learning libraries via versatile and controlled bug transfer,background_reference,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0930,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,,retain_existing_match,CP187,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0931,LLMFuzzTestGen: From Automation to Robustness via Multi-Agent LLM-Driven Fuzzing and Feedback Loops,,retain_existing_match,CP086,LLMFuzzTestGen: from automation to robustness via multi-agent LLM-driven fuzzing and feedback loops,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0936,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,,retain_existing_match,CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0939,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,,retain_existing_match,CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,background_reference,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0950,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,,retain_existing_match,CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,extended_synthesis,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0956,MALF: A Multi-Agent LLM Framework for Intelligent Fuzzing of Industrial Control Protocols,,retain_existing_match,CP076,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0975,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,,retain_existing_match,CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0989,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,,retain_existing_match,CP223,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1014,Multi-Agent Collaborative Fuzzing with Continuous Reflection for Smart Contracts Vulnerability Detection,,retain_existing_match,CP025,Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1015,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,,retain_existing_match,CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1018,Multi-Agent Taint Specification Extraction for Vulnerability Detection,,retain_existing_match,CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1019,MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing,,retain_existing_match,CP104,MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing,extended_synthesis,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact DOI, arXiv identifier, or normalized-title match",identifier and metadata audit; author confirmation pending
FMS1022,Mut4All: Fuzzing Compilers via LLM-Synthesized Mutators Learned from Bug Reports,,retain_existing_match,CP066,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1027,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",,retain_existing_match,CP155,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1035,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",,retain_existing_match,CP219,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1058,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",,retain_existing_match,CP215,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1064,OSmartPro: a large language model-assisted option fuzzing approach,,retain_existing_match,CP122,OSmartPro: a large language model-assisted option fuzzing approach,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1065,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,,retain_existing_match,CP208,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact DOI, arXiv identifier, or normalized-title match",identifier and metadata audit; author confirmation pending
FMS1077,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,,retain_existing_match,CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1080,PBFuzz: Agentic Directed Fuzzing for PoV Generation,,retain_existing_match,CP078,PBFuzz: agentic directed fuzzing for PoV generation,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1086,PentestAgent: Incorporating LLM Agents to Automated Penetration Testing,,retain_existing_match,CP084,PentestAgent: incorporating LLM agents to automated penetration testing,study_level_coded,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
