record_id,citation_key,title,material_type,primary_synthesis_role,secondary_synthesis_roles,rq_contribution,manuscript_section_use,extracted_contribution,reason_not_study_level_coded,public_material_basis,reviewer_note
FMS0327,FMS0327,Boosting Cybersecurity Vulnerability Scanning based on LLM-supported Static Application Security Testing,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Boosting Cybersecurity Vulnerability Scanning based on LLM-supported Static Application Security Testing: The current cybersecurity landscape is increasingly complex, with traditional Static Application Security Testing (SAST) tools struggling to capture complex and emerging vulnerabilities due to their reliance on rule-based matching.",LSAST supplies retrieved vulnerability knowledge to an LLM-supported static scan in a fixed pipeline without observable adaptive tool or execution control.,https://arxiv.org/abs/2409.15735,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0364,FMS0364,Can Open-Source LLM Agents Replace Static Application Security Testing Tools? An Empirical Assessment,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Can Open-Source LLM Agents Replace Static Application Security Testing Tools? An Empirical Assessment: This paper explores the value of agentic AI tools for cybersecurity purposes.,Snitch recursively applies a fixed prompt to repository files and is compared with Bandit; the evaluated agent does not control Bandit or adapt later actions from execution feedback.,https://arxiv.org/abs/2606.11672,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0374,FMS0374,Chain-of-Thought Prompting of Large Language Models for Discovering and Fixing Software Vulnerabilities,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Chain-of-Thought Prompting of Large Language Models for Discovering and Fixing Software Vulnerabilities: Security vulnerabilities are increasingly prevalent in modern software and they are widely consequential to our society.,"VSP applies structured chain-of-thought prompts to vulnerability identification, discovery, and patching without an observable Agent runtime or tool-feedback transition.",https://arxiv.org/abs/2402.17230,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0384,FMS0384,Chiral Analysis of Smart Contracts: Detecting Vulnerabilities from Relational Inconsistencies Across Business Paths,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Chiral Analysis of Smart Contracts: Detecting Vulnerabilities from Relational Inconsistencies Across Business Paths: Smart-contract vulnerabilities often arise from inconsistencies between business paths that should correspond to one another, such as single and batch entry points, direct and adapter-based flows, quote and execution paths, or inverse operations such as buy and sell.","ChiralDetector combines path extraction, LLM semantic judgment, strict validation, and root-cause reporting in a staged pipeline, but validation does not change a later LLM-controlled action.",https://arxiv.org/abs/2607.17987,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0410,FMS0410,CodeHacker: Automated Test Case Generation for Detecting Vulnerabilities in Competitive Programming Solutions,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",CodeHacker: Automated Test Case Generation for Detecting Vulnerabilities in Competitive Programming Solutions: The evaluation of Large Language Models (LLMs) for code generation relies heavily on the quality and robustness of test cases.,"CodeHacker supplies an adjacent iterative code-and-test generation mechanism, but its evaluated target is competitive-programming correctness rather than vulnerability mining.",https://arxiv.org/abs/2602.20213,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0419,FMS0419,CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems: Version control systems are commonly used to manage open-source software, in which each commit may introduce new vulnerabilities or fix existing ones.",CommitShield combines static-analysis output with LLM-generated descriptions and patch context in a fixed detector rather than an adaptive Agent-runtime loop.,https://arxiv.org/abs/2501.03626,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0426,FMS0426,Compatibility at a Cost: Systematic Discovery and Exploitation of MCP Clause-Compliance Vulnerabilities,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Compatibility at a Cost: Systematic Discovery and Exploitation of MCP Clause-Compliance Vulnerabilities: The Model Context Protocol (MCP) is a recently proposed interoperability standard that unifies how AI agents connect with external tools and data sources.,The MCP analysis combines static slicing with LLM semantic checks and separate exploitation analysis; the LLM does not control an adaptive tool-feedback loop.,https://arxiv.org/abs/2603.10163,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0513,FMS0513,deepSURF: Detecting Memory Safety Vulnerabilities in Rust Through Fuzzing LLM-Augmented Harnesses,formal_source_record,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","deepSURF: Detecting Memory Safety Vulnerabilities in Rust Through Fuzzing LLM-Augmented Harnesses: Although Rust ensures memory safety by default, it also permits the use of unsafe code, which can introduce memory safety vulnerabilities if misused.","deepSURF uses static analysis and LLM-selected constructor context to augment Rust fuzzing harnesses, while coverage and crash feedback remain within the downstream fuzzer.",https://doi.org/10.1109/sp63933.2026.00060,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0600,FMS0600,"ESAA-Security: An Event-Sourced, Verifiable Architecture for Agent-Assisted Security Audits of AI-Generated Code",preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","ESAA-Security: An Event-Sourced, Verifiable Architecture for Agent-Assisted Security Audits of AI-Generated Code: AI-assisted software generation has increased development speed, but it has also amplified a persistent engineering problem: systems that are functionally correct may still be structurally insecure.","ESAA-Security proposes an event-sourced agent-assisted audit architecture with executable checks, but the reviewed material does not establish an evaluated target-software workflow sufficient for study-level coding.",https://arxiv.org/abs/2603.06365,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0604,FMS0604,ETrace:Event-Driven Vulnerability Detection in Smart Contracts via LLM-Based Trace Analysis,formal_source_record,lower_level_primitive,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","ETrace:Event-Driven Vulnerability Detection in Smart Contracts via LLM-Based Trace Analysis: With the advance application of blockchain technology in various fields, ensuring the security and stability of smart contracts has emerged as a critical challenge.",ETrace interprets already-collected transaction traces in a fixed analysis path; no feedback from target execution changes a later LLM-controlled action.,https://doi.org/10.1145/3755881.3755934,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0605,FMS0605,EvalSVA: Multi-Agent Evaluators for Next-Gen Software Vulnerability Assessment,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","EvalSVA: Multi-Agent Evaluators for Next-Gen Software Vulnerability Assessment: Software Vulnerability (SV) assessment is a crucial process of determining different aspects of SVs (e.g., attack vectors and scope) for developers to effectively prioritize efforts in vulnerability mitigation.","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2501.14737,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0613,FMS0613,Evaluating LLMs for One-Shot Patching of Real and Artificial Vulnerabilities,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Evaluating LLMs for One-Shot Patching of Real and Artificial Vulnerabilities: Automated vulnerability patching is crucial for software security, and recent advancements in Large Language Models (LLMs) present promising capabilities for automating this task.","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2511.23408,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0614,FMS0614,Evaluating LLMs for Real-World Web Vulnerability Detection,preprint,lower_level_primitive,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Evaluating LLMs for Real-World Web Vulnerability Detection: Large Language Models (LLMs) have emerged as a promising tool for automated vulnerability detection, yet their effectiveness on web-specific vulnerabilities remains to be explored.","The study prompts LLMs to emit static web-vulnerability findings, but the reviewed workflow does not show an LLM interpretation changing a later tool-mediated action, execution input, retained state, validation step, or reporting decision.",https://arxiv.org/abs/2606.21397,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0642,FMS0642,Extracting Recurring Vulnerabilities from Black-Box LLM-Generated Software,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Extracting Recurring Vulnerabilities from Black-Box LLM-Generated Software: LLMs are increasingly used for code generation, but their outputs often follow recurring templates that can induce predictable vulnerabilities.","FSTab analyzes recurring vulnerabilities in agent-generated applications, but the vulnerability-mining method is a black-box prediction and validation study rather than an adaptive Agentic workflow.",https://arxiv.org/abs/2602.04894,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0678,FMS0678,From Coverage to Causes: Data-Centric Fuzzing for JavaScript Engines,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable",From Coverage to Causes: Data-Centric Fuzzing for JavaScript Engines: Context: Exhaustive fuzzing of modern JavaScript engines is infeasible due to the vast number of program states and execution paths.,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2512.18102,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0686,FMS0686,From Model to Breach: Towards Actionable LLM-Generated Vulnerabilities Reporting,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",From Model to Breach: Towards Actionable LLM-Generated Vulnerabilities Reporting provides adjacent mechanism or evaluation context documented by the exported title and public source metadata.,The paper develops severity reporting for vulnerabilities in LLM-generated code without an observable Agent runtime controlling analysis or validation tools.,https://arxiv.org/abs/2511.04538,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0691,FMS0691,From Rookie to Expert: Manipulating LLMs for Automated Vulnerability Exploitation in Enterprise Software,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","From Rookie to Expert: Manipulating LLMs for Automated Vulnerability Exploitation in Enterprise Software: LLMs democratize software engineering by enabling non-programmers to create applications, but this same accessibility fundamentally undermines security assumptions that have guided software engineering for decades.",RSA uses human-driven multi-round prompting to obtain exploits for known CVEs; the prompting rounds are not an autonomous Agent runtime or tool-feedback loop.,https://arxiv.org/abs/2512.22753,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0707,FMS0707,Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing: BusyBox, an open-source software bundling over 300 essential Linux commands into a single executable, is ubiquitous in Linux-based embedded devices.","The BusyBox study uses LLM-generated initial seeds and replays crashes from related targets, but does not return runtime feedback to an LLM-controlled next action.",https://arxiv.org/abs/2403.03897,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0708,FMS0708,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,formal_source_record,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable",Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation provides adjacent mechanism or evaluation context documented by the exported title and public source metadata.,"Preferred search-level representative after title, identifier, author, and abstract comparison of source variants.",https://doi.org/10.1145/3650212.3680389,Title-and-abstract metadata extraction; retained for contextual synthesis and not prevalence estimation.
FMS0744,FMS0744,Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing: The rapid advancement of Large Language Models (LLMs) has created new opportunities for Automated Penetration Testing (AutoPT), spawning numerous frameworks aimed at achieving end-to-end autonomous attacks.","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2604.05719,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0755,FMS0755,Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable",Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library: The combination of computer vision and artificial intelligence is fundamentally transforming a broad spectrum of industries by enabling machines to interpret and act upon visual data with high levels of accuracy.,"The OpenCV workflow uses documentation to generate fuzzing inputs before execution, without an observable feedback transition back to the LLM.",https://arxiv.org/abs/2507.14558,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0775,FMS0775,How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench: Large language models (LLMs) and their agentic frameworks are increasingly adopted to perform development tasks such as automated program repair (APR).,The evaluated LLM and code agents solve general SWE-bench issues; security scanning is a post-hoc researcher analysis and does not feed back into the agents' repair actions as a vulnerability workflow.,https://arxiv.org/abs/2507.02976,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0825,FMS0825,Investigating Metamorphic Fuzz Oracle Enhancement via Large Language Models,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Investigating Metamorphic Fuzz Oracle Enhancement via Large Language Models: Fuzz drivers are essential components of greybox fuzzing, as they encapsulate target interfaces, define test spaces, and largely determine fuzzing effectiveness.","The study uses LLMs to enhance metamorphic fuzzing oracles, while the evaluated execution path remains a fixed testing pipeline.",https://arxiv.org/abs/2606.14164,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0831,FMS0831,ISC4DGF: Enhancing Directed Grey-box Fuzzing with LLM-Driven Initial Seed Corpus Generation,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","ISC4DGF: Enhancing Directed Grey-box Fuzzing with LLM-Driven Initial Seed Corpus Generation: Fuzz testing is crucial for identifying software vulnerabilities, with coverage-guided grey-box fuzzers like AFL and Angora excelling in broad detection.","The LLM generates the initial seed corpus, but runtime feedback does not return to the LLM or agent runtime.",https://arxiv.org/abs/2409.14329,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0844,FMS0844,KQFuzz: Knowledge-Guided Fuzzing for Quantum Libraries via Large Language Models,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","KQFuzz: Knowledge-Guided Fuzzing for Quantum Libraries via Large Language Models: As quantum computing continually improves, ensuring the reliability and correctness of quantum libraries has become increasingly critical.","KQFuzz grounds LLM seed generation in codebase knowledge, then applies fitness evaluation and deterministic mutations without returning fuzzing feedback to the LLM.",https://arxiv.org/abs/2607.25647,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0886,FMS0886,Leveraging GPT-4 for Vulnerability-Witnessing Unit Test Generation,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Leveraging GPT-4 for Vulnerability-Witnessing Unit Test Generation: In the life-cycle of software development, testing plays a crucial role in quality assurance.",GPT-4 generates vulnerability-witnessing tests in a one-shot/semi-automated workflow whose validation remains manual.,https://arxiv.org/abs/2506.11559,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0888,FMS0888,Leveraging Large Language Models for Command Injection Vulnerability Analysis in Python: An Empirical Study on Popular Open-Source Projects,preprint,evaluation_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Leveraging Large Language Models for Command Injection Vulnerability Analysis in Python: An Empirical Study on Popular Open-Source Projects: Command injection vulnerabilities are a significant security threat in dynamic languages like Python, particularly in widely used open-source projects where security issues can have extensive impact.","The LLM produces command-injection findings and test suggestions, while execution validation is performed as a downstream study procedure rather than an adaptive Agentic loop.",https://arxiv.org/abs/2505.15088,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0891,FMS0891,LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries: Open-source AI libraries are foundational to modern AI systems, yet they present significant, underexamined risks spanning security, licensing, maintenance, supply chain integrity, and regulatory compliance.",The agents assess ecosystem and project risk rather than discover or validate target-software vulnerabilities.,https://arxiv.org/abs/2505.08842,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0899,FMS0899,LLAMAFUZZ: Large Language Model Enhanced Greybox Fuzzing,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable",LLAMAFUZZ: Large Language Model Enhanced Greybox Fuzzing: Greybox fuzzing has achieved success in revealing bugs and vulnerabilities in programs.,"LLAMAFUZZ uses an LLM to improve structured-input generation for greybox fuzzing, but the reviewed workflow does not expose adaptive Agent-runtime control of later executions.",https://arxiv.org/abs/2406.07714,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0928,FMS0928,LLM4Fuzz: Guided Fuzzing of Smart Contracts with Large Language Models,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","LLM4Fuzz: Guided Fuzzing of Smart Contracts with Large Language Models: As blockchain platforms grow exponentially, millions of lines of smart contract code are being deployed to manage extensive digital assets.",LLM4Fuzz converts LLM predictions into smart-contract fuzzing guidance; runtime exploration proceeds without a later LLM-controlled feedback step.,https://arxiv.org/abs/2401.11108,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0944,FMS0944,Local LLM Agents as Vulnerable Runtimes:A Source-Code Audit of the Agent Runtime Layer,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Local LLM Agents as Vulnerable Runtimes:A Source-Code Audit of the Agent Runtime Layer: Local LLM agents such as OpenClaw and Nanobot run on end-user machines and act on host resources - the shell, filesystem, browser, stored credentials, and messaging applications - through natural-language goals.","CLAWAUDIT audits agent-runtime source code, but the auditing method is a static analysis pipeline rather than an observable Agentic tool-feedback workflow.",https://arxiv.org/abs/2606.21071,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0947,FMS0947,Logic Meets Magic: LLMs Cracking Smart Contract Vulnerabilities,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Logic Meets Magic: LLMs Cracking Smart Contract Vulnerabilities: Smart contract vulnerabilities caused significant economic losses in blockchain applications.,"The study evaluates prompt-based smart-contract vulnerability classification without an Agent runtime, adaptive tool selection, or target-execution feedback.",https://arxiv.org/abs/2501.07058,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0948,FMS0948,LogicScan: An LLM-driven Framework for Detecting Business Logic Vulnerabilities in Smart Contracts,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",LogicScan: An LLM-driven Framework for Detecting Business Logic Vulnerabilities in Smart Contracts: Business logic vulnerabilities have become one of the most damaging yet least understood classes of smart contract vulnerabilities.,"LogicScan performs contrastive, LLM-assisted auditing, but the available material does not establish an adaptive Agent runtime controlling tools or execution.",https://arxiv.org/abs/2602.03271,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS0994,FMS0994,Mind the Gap: Towards Generalizable Autonomous Penetration Testing via Domain Randomization and Meta-Reinforcement Learning,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Mind the Gap: Towards Generalizable Autonomous Penetration Testing via Domain Randomization and Meta-Reinforcement Learning: With increasing numbers of vulnerabilities exposed on the internet, autonomous penetration testing (pentesting) has emerged as a promising research area.","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2412.04078,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
